,gid,population_cnt,year
1145,다사271369,0,2018
1146,다사291378,0,2018
1147,다사271316,0,2018
1148,다사235342,0,2018
1149,다사241366,0,2018
1150,다사271318,0,2018
1151,다사243322,0,2018
1152,다사243356,0,2018
1153,다사246370,0,2018
1154,다사252369,0,2018
1155,다사256377,0,2018
1156,다사260374,0,2018
1157,다사225308,0,2018
1158,다사257291,0,2018
1159,다사196287,0,2018
1160,다사238370,0,2018
1161,다사250295,0,2018
1162,다사291366,0,2018
1163,다사232324,0,2018
1164,다사234324,0,2018
1165,다사265300,0,2018
1166,다사238322,0,2018
1167,다사260298,0,2018
1168,다사192279,0,2018
1169,다사262311,0,2018
1170,다사242314,0,2018
1171,다사271297,0,2018
1172,다사230360,0,2018
1173,다사256310,0,2018
1174,다사270371,0,2018
1175,다사215324,0,2018
1176,다사223276,0,2018
1177,다사217365,0,2018
1178,다사239303,0,2018
1179,다사248350,0,2018
1180,다사278356,0,2018
1181,다사222316,0,2018
1182,다사260335,0,2018
1183,다사214326,0,2018
1184,다사233314,0,2018
1185,다사209356,0,2018
1186,다사222330,0,2018
1187,다사257342,0,2018
1188,다사277304,0,2018
1189,다사224273,0,2018
1190,다사241313,0,2018
1191,다사240370,0,2018
1192,다사250370,0,2018
1193,다사217339,0,2018
1194,다사255362,0,2018
1195,다사275322,0,2018
1196,다사209286,0,2018
1197,다사244319,0,2018
1198,다사279309,0,2018
1199,다사212336,0,2018
1200,다사256335,0,2018
1201,다사260356,0,2018
1202,다사259367,0,2018
1203,다사238331,0,2018
1204,다사241302,0,2018
1205,다사257350,0,2018
1206,다사281319,0,2018
1207,다사256331,0,2018
1208,다사239372,0,2018
1209,다사263289,0,2018
1210,다사249286,0,2018
1211,다사264337,0,2018
1212,다사249303,0,2018
1213,다사218284,0,2018
1214,다사235357,0,2018
1215,다사288379,0,2018
1216,다사217347,0,2018
1217,다사269368,0,2018
1218,다사231344,0,2018
1219,다사236303,0,2018
1220,다사269315,0,2018
1221,다사280316,0,2018
1222,다사216286,0,2018
1223,다사255339,0,2018
1224,다사188287,0,2018
1225,다사226330,0,2018
1226,다사266311,0,2018
1227,다사225364,0,2018
1228,다사262313,0,2018
1229,다사240360,0,2018
1230,다사250320,0,2018
1231,다사289357,0,2018
1232,다사280360,0,2018
1233,다사258319,0,2018
1234,다사237357,0,2018
1235,다사240356,0,2018
1236,다사234370,0,2018
1237,다사223310,0,2018
1238,다사279371,0,2018
1239,다사256302,0,2018
1240,다사255328,0,2018
1241,다사232363,0,2018
1242,다사261317,0,2018
1243,다사243359,0,2018
1244,다사260318,0,2018
1245,다사296379,0,2018
1246,다사258343,0,2018
1247,다사262309,0,2018
1248,다사283367,0,2018
1249,다사218350,0,2018
1250,다사218344,0,2018
1251,다사263317,0,2018
1252,다사287317,0,2018
1253,다사263355,0,2018
1254,다사189287,0,2018
1255,다사277308,0,2018
1256,다사243353,0,2018
1257,다사218285,0,2018
1258,다사239345,0,2018
1259,다사260367,7,2018
1260,다사269316,0,2018
1261,다사244348,0,2018
1262,다사258282,0,2018
1263,다사278370,0,2018
1264,다사275309,0,2018
1265,다사203283,0,2018
1266,다사252324,0,2018
1267,다사217349,0,2018
1268,다사235353,0,2018
1269,다사249317,0,2018
1270,다사229358,0,2018
1271,다사219322,0,2018
1272,다사253307,0,2018
1273,다사277341,0,2018
1274,다사256291,0,2018
1275,다사254316,0,2018
1276,다사239364,0,2018
1277,다사292375,0,2018
1278,다사263310,0,2018
1279,다사235343,0,2018
1280,다사221358,0,2018
1281,다사266312,0,2018
1282,다사225332,0,2018
1283,다사229355,0,2018
1284,다사246321,0,2018
1285,다사235356,0,2018
1286,다사195279,0,2018
1287,다사236311,0,2018
1288,다사292372,0,2018
1289,다사231356,0,2018
1290,다사230332,0,2018
1291,다사268306,0,2018
1292,다사213364,0,2018
1293,다사226346,0,2018
1294,다사228364,0,2018
1295,다사251323,0,2018
1296,다사224339,0,2018
1297,다사214324,0,2018
1298,다사222352,0,2018
1299,다사233316,0,2018
1300,다사268308,0,2018
1301,다사236304,0,2018
1302,다사271309,0,2018
1303,다사266298,0,2018
1304,다사278319,0,2018
1305,다사238349,0,2018
1306,다사253303,0,2018
1307,다사267305,0,2018
1308,다사257304,0,2018
1309,다사205281,0,2018
1310,다사244296,0,2018
1311,다사219314,0,2018
1312,다사260323,0,2018
1313,다사277317,0,2018
1314,다사214341,0,2018
1315,다사239320,0,2018
1316,다사210366,0,2018
1317,다사279344,0,2018
1318,다사262327,0,2018
1319,다사223364,0,2018
1320,다사237352,0,2018
1321,다사263371,0,2018
1322,다사229334,0,2018
1323,다사258340,0,2018
1324,다사263327,0,2018
1325,다사244359,0,2018
1326,다사259287,0,2018
1327,다사251360,0,2018
1328,다사274348,0,2018
1329,다사242308,0,2018
1330,다사260316,0,2018
1331,다사202283,0,2018
1332,다사228347,0,2018
1333,다사209365,0,2018
1334,다사258351,0,2018
1335,다사280362,0,2018
1336,다사281369,0,2018
1337,다사237346,0,2018
1338,다사295372,0,2018
1339,다사266362,0,2018
1340,다사287374,0,2018
1341,다사244346,0,2018
1342,다사194288,0,2018
1343,다사217287,0,2018
1344,다사200280,0,2018
1345,다사257363,0,2018
1346,다사264363,0,2018
1347,다사246281,0,2018
1348,다사258286,0,2018
1349,다사190286,0,2018
1350,다사224349,0,2018
1351,다사284316,0,2018
1352,다사223279,0,2018
1353,다사254297,0,2018
1354,다사262332,0,2018
1355,다사268322,0,2018
1356,다사279311,0,2018
1357,다사221352,0,2018
1358,다사210361,0,2018
1359,다사212331,0,2018
1360,다사274342,0,2018
1361,다사279347,0,2018
1362,다사219342,0,2018
1363,다사272311,0,2018
1364,다사261333,0,2018
1365,다사212281,0,2018
1366,다사223334,0,2018
1367,다사281363,0,2018
1368,다사239302,0,2018
1369,다사237313,0,2018
1370,다사243321,0,2018
1371,다사250317,0,2018
1372,다사223277,0,2018
1373,다사241312,0,2018
1374,다사253325,0,2018
1375,다사260359,0,2018
1376,다사264330,0,2018
1377,다사256317,0,2018
1378,다사261320,0,2018
1379,다사213338,0,2018
1380,다사271306,0,2018
1381,다사275320,0,2018
1382,다사257331,0,2018
1383,다사293379,0,2018
1384,다사224348,0,2018
1385,다사243304,0,2018
1386,다사228323,0,2018
1387,다사250293,0,2018
1388,다사213343,0,2018
1389,다사266336,0,2018
1390,다사282312,0,2018
1391,다사194282,0,2018
1392,다사251375,0,2018
1393,다사216339,0,2018
1394,다사251340,0,2018
1395,다사219313,0,2018
1396,다사253312,0,2018
1397,다사219317,0,2018
1398,다사266355,0,2018
1399,다사245359,0,2018
1400,다사256285,0,2018
1401,다사209281,0,2018
1402,다사216362,0,2018
1403,다사284374,0,2018
1404,다사256292,0,2018
1405,다사255319,0,2018
1406,다사281359,0,2018
1407,다사215363,0,2018
1408,다사266299,0,2018
1409,다사259305,0,2018
1410,다사258308,0,2018
1411,다사242306,0,2018
1412,다사234336,0,2018
1413,다사256361,0,2018
1414,다사289379,0,2018
1415,다사224329,0,2018
1416,다사237370,0,2018
1417,다사229356,0,2018
1418,다사241301,0,2018
1419,다사270306,0,2018
1420,다사262307,0,2018
1421,다사240316,0,2018
1422,다사244370,0,2018
1423,다사238325,0,2018
1424,다사255314,0,2018
1425,다사231339,0,2018
1426,다사261335,0,2018
1427,다사214319,0,2018
1428,다사229345,0,2018
1429,다사262373,0,2018
1430,다사286360,0,2018
1431,다사247310,0,2018
1432,다사238347,0,2018
1433,다사283318,0,2018
1434,다사241306,0,2018
1435,다사226312,0,2018
1436,다사263311,0,2018
1437,다사281368,0,2018
1438,다사221344,0,2018
1439,다사263316,0,2018
1440,다사232314,0,2018
1441,다사236314,0,2018
1442,다사228339,0,2018
1443,다사272299,0,2018
1444,다사228360,0,2018
1445,다사259337,0,2018
1446,다사237369,0,2018
1447,다사256298,0,2018
1448,다사233350,0,2018
1449,다사244311,0,2018
1450,다사248303,0,2018
1451,다사278308,0,2018
1452,다사212280,0,2018
1453,다사271317,0,2018
1454,다사218322,0,2018
1455,다사242355,0,2018
1456,다사213286,0,2018
1457,다사236368,0,2018
1458,다사267363,0,2018
1459,다사247330,0,2018
1460,다사275318,0,2018
1461,다사251336,0,2018
1462,다사200286,0,2018
1463,다사279310,0,2018
1464,다사211332,0,2018
1465,다사199284,0,2018
1466,다사256295,0,2018
1467,다사261356,0,2018
1468,다사211283,0,2018
1469,다사259312,0,2018
1470,다사271321,0,2018
1471,다사216284,0,2018
1472,다사241345,0,2018
1473,다사283364,0,2018
1474,다사225319,0,2018
1475,다사212283,0,2018
1476,다사234354,0,2018
1477,다사237302,0,2018
1478,다사271305,0,2018
1479,다사209367,0,2018
1480,다사248284,0,2018
1481,다사261291,0,2018
1482,다사232331,0,2018
1483,다사276315,0,2018
1484,다사227357,0,2018
1485,다사261340,0,2018
1486,다사275342,0,2018
1487,다사235278,0,2018
1488,다사247335,0,2018
1489,다사255321,0,2018
1490,다사273323,0,2018
1491,다사220358,0,2018
1492,다사226317,0,2018
1493,다사225324,0,2018
1494,다사236343,0,2018
1495,다사265301,0,2018
1496,다사252348,0,2018
1497,다사287318,0,2018
1498,다사228357,0,2018
1499,다사278353,0,2018
1500,다사240344,0,2018
1501,다사211284,0,2018
1502,다사255286,0,2018
1503,다사227367,0,2018
1504,다사218327,0,2018
1505,다사221345,0,2018
1506,다사195286,0,2018
1507,다사240279,0,2018
1508,다사285315,0,2018
1509,다사274309,0,2018
1510,다사252351,0,2018
1511,다사237275,0,2018
1512,다사237353,0,2018
1513,다사228361,0,2018
1514,다사245321,0,2018
1515,다사256375,0,2018
1516,다사232307,0,2018
1517,다사240357,0,2018
1518,다사234325,0,2018
1519,다사260363,0,2018
1520,다사251291,0,2018
1521,다사283353,0,2018
1522,다사284372,0,2018
1523,다사270296,0,2018
1524,다사263292,0,2018
1525,다사191281,0,2018
1526,다사275323,0,2018
1527,다사227274,0,2018
1528,다사246316,0,2018
1529,다사250325,0,2018
1530,다사219321,0,2018
1531,다사270319,0,2018
1532,다사204287,0,2018
1533,다사281367,0,2018
1534,다사273311,0,2018
1535,다사243372,0,2018
1536,다사235329,0,2018
1537,다사192287,0,2018
1538,다사286356,0,2018
1539,다사244324,0,2018
1540,다사250291,0,2018
1541,다사217326,0,2018
1542,다사274301,0,2018
1543,다사295366,0,2018
1544,다사225330,0,2018
1545,다사258290,0,2018
1546,다사213282,0,2018
1547,다사258317,0,2018
1548,다사217281,0,2018
1549,다사236316,0,2018
1550,다사242346,0,2018
1551,다사244356,0,2018
1552,다사242320,0,2018
1553,다사255312,0,2018
1554,다사259285,0,2018
1555,다사242326,0,2018
1556,다사259362,0,2018
1557,다사275303,0,2018
1558,다사224357,0,2018
1559,다사245340,0,2018
1560,다사268315,0,2018
1561,다사249353,0,2018
1562,다사213345,0,2018
1563,다사208286,0,2018
1564,다사291372,0,2018
1565,다사261294,0,2018
1566,다사259374,0,2018
1567,다사269317,0,2018
1568,다사224362,0,2018
1569,다사233356,0,2018
1570,다사273322,0,2018
1571,다사244325,0,2018
1572,다사222279,0,2018
1573,다사245299,0,2018
1574,다사260302,0,2018
1575,다사232332,0,2018
1576,다사257339,0,2018
1577,다사250354,0,2018
1578,다사221338,0,2018
1579,다사224314,0,2018
1580,다사219338,0,2018
1581,다사239318,0,2018
1582,다사240326,0,2018
1583,다사248300,0,2018
1584,다사284318,0,2018
1585,다사264334,0,2018
1586,다사274312,0,2018
1587,다사240320,0,2018
1588,다사290372,0,2018
1589,다사245325,0,2018
1590,다사220343,0,2018
1591,다사235318,0,2018
1592,다사231334,0,2018
1593,다사250297,0,2018
1594,다사217352,0,2018
1595,다사259343,0,2018
1596,다사220328,0,2018
1597,다사235373,0,2018
1598,다사231349,0,2018
1599,다사276303,0,2018
1600,다사248331,0,2018
1601,다사250374,0,2018
1602,다사240311,0,2018
1603,다사257294,0,2018
1604,다사240368,0,2018
1605,다사262325,0,2018
1606,다사280367,0,2018
1607,다사202281,0,2018
1608,다사263302,0,2018
1609,다사197285,0,2018
1610,다사231327,0,2018
1611,다사260340,0,2018
1612,다사225276,0,2018
1613,다사231343,0,2018
1614,다사214346,0,2018
1615,다사240313,0,2018
1616,다사211333,0,2018
1617,다사275316,0,2018
1618,다사241303,0,2018
1619,다사222341,0,2018
1620,다사277305,0,2018
1621,다사288372,0,2018
1622,다사297374,0,2018
1623,다사224327,0,2018
1624,다사237328,0,2018
1625,다사220367,0,2018
1626,다사255287,0,2018
1627,다사267306,0,2018
1628,다사263306,0,2018
1629,다사214286,0,2018
1630,다사229275,0,2018
1631,다사243280,0,2018
1632,다사256301,0,2018
1633,다사234313,0,2018
1634,다사221323,0,2018
1635,다사225273,0,2018
1636,다사280358,0,2018
1637,다사240366,0,2018
1638,다사260352,0,2018
1639,다사263305,0,2018
1640,다사219360,0,2018
1641,다사245318,0,2018
1642,다사242323,0,2018
1643,다사247374,0,2018
1644,다사224332,0,2018
1645,다사247347,0,2018
1646,다사245344,0,2018
1647,다사214337,0,2018
1648,다사247297,0,2018
1649,다사245310,0,2018
1650,다사221353,0,2018
1651,다사249349,0,2018
1652,다사264290,0,2018
1653,다사244307,0,2018
1654,다사236372,0,2018
1655,다사234359,0,2018
1656,다사248325,0,2018
1657,다사208357,0,2018
1658,다사245357,0,2018
1659,다사234371,0,2018
1660,다사253291,0,2018
1661,다사221340,0,2018
1662,다사277351,0,2018
1663,다사241322,0,2018
1664,다사249285,0,2018
1665,다사224364,0,2018
1666,다사281360,0,2018
1667,다사276368,0,2018
1668,다사226334,0,2018
1669,다사236369,0,2018
1670,다사245375,0,2018
1671,다사235304,0,2018
1672,다사243367,0,2018
1673,다사239317,0,2018
1674,다사277306,0,2018
1675,다사213331,0,2018
1676,다사244308,0,2018
1677,다사226320,0,2018
1678,다사230334,0,2018
1679,다사237303,0,2018
1680,다사211336,0,2018
1681,다사276323,0,2018
1682,다사218279,0,2018
1683,다사256320,0,2018
1684,다사224279,0,2018
1685,다사256324,0,2018
1686,다사266307,0,2018
1687,다사271358,0,2018
1688,다사271300,0,2018
1689,다사296375,0,2018
1690,다사239323,0,2018
1691,다사282359,0,2018
1692,다사290362,0,2018
1693,다사212339,0,2018
1694,다사260305,0,2018
1695,다사265325,0,2018
1696,다사264372,0,2018
1697,다사292380,0,2018
1698,다사265324,0,2018
1699,다사267316,0,2018
1700,다사260317,0,2018
1701,다사227364,0,2018
1702,다사218340,0,2018
1703,다사256363,0,2018
1704,다사211367,0,2018
1705,다사243323,0,2018
1706,다사271337,0,2018
1707,다사257376,0,2018
1708,다사261334,0,2018
1709,다사212359,0,2018
1710,다사251342,0,2018
1711,다사262306,0,2018
1712,다사267370,0,2018
1713,다사222349,0,2018
1714,다사267292,0,2018
1715,다사256304,0,2018
1716,다사223323,0,2018
1717,다사223352,0,2018
1718,다사237273,0,2018
1719,다사244318,0,2018
1720,다사192288,0,2018
1721,다사258304,0,2018
1722,다사232316,0,2018
1723,다사243320,0,2018
1724,다사230323,0,2018
1725,다사289375,0,2018
1726,다사283374,0,2018
1727,다사231341,0,2018
1728,다사211360,0,2018
1729,다사220324,0,2018
1730,다사215321,0,2018
1731,다사224356,0,2018
1732,다사251316,0,2018
1733,다사291380,0,2018
1734,다사222357,0,2018
1735,다사218333,0,2018
1736,다사263353,0,2018
1737,다사228311,0,2018
1738,다사235340,0,2018
1739,다사218339,0,2018
1740,다사243298,0,2018
1741,다사246354,0,2018
1742,다사207363,0,2018
1743,다사235337,0,2018
1744,다사255331,0,2018
1745,다사217328,0,2018
1746,다사268371,0,2018
1747,다사218319,0,2018
1748,다사251349,0,2018
1749,다사264355,0,2018
1750,다사241349,0,2018
1751,다사204281,0,2018
1752,다사216324,0,2018
1753,다사263296,0,2018
1754,다사268316,0,2018
1755,다사244332,0,2018
1756,다사220351,0,2018
1757,다사244353,0,2018
1758,다사261313,0,2018
1759,다사225348,0,2018
1760,다사242350,0,2018
1761,다사297376,0,2018
1762,다사232341,0,2018
1763,다사204280,0,2018
1764,다사241370,0,2018
1765,다사214334,0,2018
1766,다사237342,0,2018
1767,다사226365,0,2018
1768,다사271324,0,2018
1769,다사248333,0,2018
1770,다사218358,0,2018
1771,다사275347,0,2018
1772,다사257302,0,2018
1773,다사248370,0,2018
